paperId,authorId
00040bdd447f041a50ae95fd51926cf435ef1eba,145298798
00040bdd447f041a50ae95fd51926cf435ef1eba,30772377
00040bdd447f041a50ae95fd51926cf435ef1eba,21058844
00040bdd447f041a50ae95fd51926cf435ef1eba,13288046
0007cd4870abff3c79537a4722d2f6365eb5468f,2120099756
0007cd4870abff3c79537a4722d2f6365eb5468f,145688317
0007cd4870abff3c79537a4722d2f6365eb5468f,1709901
0009c4975fcb502a4af0e53d46ec6255c13216a1,143701176
0009c4975fcb502a4af0e53d46ec6255c13216a1,2109247625
0009c4975fcb502a4af0e53d46ec6255c13216a1,1695958
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,1728262
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,2292166946
000cd7ac3435007cca292fc8f1bac86b7a066467,2225845486
000cd7ac3435007cca292fc8f1bac86b7a066467,51887595
000cd7ac3435007cca292fc8f1bac86b7a066467,9192419
000cd7ac3435007cca292fc8f1bac86b7a066467,46610789
000cd7ac3435007cca292fc8f1bac86b7a066467,116853525
000cd7ac3435007cca292fc8f1bac86b7a066467,50378805
0014e3f6909edbbf8e4d417baf2b991ffbc2909e,8552088
0014e3f6909edbbf8e4d417baf2b991ffbc2909e,3113695
0014e3f6909edbbf8e4d417baf2b991ffbc2909e,144395551
0014e3f6909edbbf8e4d417baf2b991ffbc2909e,51480852
0014e3f6909edbbf8e4d417baf2b991ffbc2909e,2025112
001533bcbe30802b9a37d8f9f22a083ccef516b4,145508283
001533bcbe30802b9a37d8f9f22a083ccef516b4,2825246
001533bcbe30802b9a37d8f9f22a083ccef516b4,2690172
001533bcbe30802b9a37d8f9f22a083ccef516b4,1740145
0018e888e83bfd993bc49455a8787577ab28a19c,2068611376
0018e888e83bfd993bc49455a8787577ab28a19c,1830412825
0018e888e83bfd993bc49455a8787577ab28a19c,5371772
0018e888e83bfd993bc49455a8787577ab28a19c,46611479
0018e888e83bfd993bc49455a8787577ab28a19c,2148536328
0018e888e83bfd993bc49455a8787577ab28a19c,2143549636
0018e888e83bfd993bc49455a8787577ab28a19c,31682040
001c15accd39827ecf9838d496b7e44e9f890ee7,2112820873
001c15accd39827ecf9838d496b7e44e9f890ee7,6989114
001c15accd39827ecf9838d496b7e44e9f890ee7,49679382
001ca235cae845677c82167c21cbfa9eabddbfbc,49170958
001ca235cae845677c82167c21cbfa9eabddbfbc,2242129
001ca235cae845677c82167c21cbfa9eabddbfbc,2821001
001ca235cae845677c82167c21cbfa9eabddbfbc,2996101
001ca235cae845677c82167c21cbfa9eabddbfbc,1716140
001fed0e97d344c3aa563c704356099a05111949,2119657963
001fed0e97d344c3aa563c704356099a05111949,4713365
001fed0e97d344c3aa563c704356099a05111949,1760762
001fed0e97d344c3aa563c704356099a05111949,95356210
00296433175f54b52d49cb21f57ab608afe2d1bf,153446958
00296433175f54b52d49cb21f57ab608afe2d1bf,1988489309
002b5b830c6c7f312dd82cf936b6204bd4018de6,2719667
002b5b830c6c7f312dd82cf936b6204bd4018de6,1383246948
002b5b830c6c7f312dd82cf936b6204bd4018de6,2156211656
002b5b830c6c7f312dd82cf936b6204bd4018de6,2113608835
002b5b830c6c7f312dd82cf936b6204bd4018de6,2328680
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac,51437071
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac,28354393
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac,1571154002
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac,9077801
00323324c7df8cc691fcfe1d3e792c97d156f324,2108345188
003388a74cb90c5494c47e296c94b8b3b4b98662,2155759677
003388a74cb90c5494c47e296c94b8b3b4b98662,2061506769
003388a74cb90c5494c47e296c94b8b3b4b98662,3421647
003388a74cb90c5494c47e296c94b8b3b4b98662,3447178
00355a698ad1d8619f9a8669fe54052db660614e,6663691
00355a698ad1d8619f9a8669fe54052db660614e,2252391713
00355a698ad1d8619f9a8669fe54052db660614e,1407517288
00355a698ad1d8619f9a8669fe54052db660614e,31003228
00355a698ad1d8619f9a8669fe54052db660614e,69934652
00366d7fe89a87a13c711121637782a04edf50be,46215736
00366d7fe89a87a13c711121637782a04edf50be,32015343
0036c9dbc356b6daef640c792cf1e19a9f976c23,2003406528
0036c9dbc356b6daef640c792cf1e19a9f976c23,118187689
0036c9dbc356b6daef640c792cf1e19a9f976c23,2096503
003b97f76e7bf1ee9c95acd289633060654a39e0,2176917730
003b97f76e7bf1ee9c95acd289633060654a39e0,120023248
003b97f76e7bf1ee9c95acd289633060654a39e0,95718172
003b97f76e7bf1ee9c95acd289633060654a39e0,47338149
003b97f76e7bf1ee9c95acd289633060654a39e0,152169856
003da8eefbe5af381a122a329d2254bb6f9bab1d,144474086
003e32c4b9ba3b86560902ccafb723dd963657ca,2134980329
003e32c4b9ba3b86560902ccafb723dd963657ca,2119900968
003e32c4b9ba3b86560902ccafb723dd963657ca,90578406
003e32c4b9ba3b86560902ccafb723dd963657ca,2052438769
003e32c4b9ba3b86560902ccafb723dd963657ca,1786901
003e32c4b9ba3b86560902ccafb723dd963657ca,144666716
003e32c4b9ba3b86560902ccafb723dd963657ca,2155384519
003e32c4b9ba3b86560902ccafb723dd963657ca,2134646970
003e32c4b9ba3b86560902ccafb723dd963657ca,2487706
003e32c4b9ba3b86560902ccafb723dd963657ca,3433755
003e32c4b9ba3b86560902ccafb723dd963657ca,4130329
003e32c4b9ba3b86560902ccafb723dd963657ca,40329126
003e32c4b9ba3b86560902ccafb723dd963657ca,144656316
004149bf36ae931f5af717f388ea6753cf5ba4c2,46182701
004149bf36ae931f5af717f388ea6753cf5ba4c2,151030607
004149bf36ae931f5af717f388ea6753cf5ba4c2,2157394918
004149bf36ae931f5af717f388ea6753cf5ba4c2,2105710451
004149bf36ae931f5af717f388ea6753cf5ba4c2,2154678637
0043deebe0d71ba32d27e07a6c04160550172f25,2150905424
0043deebe0d71ba32d27e07a6c04160550172f25,1700114
0043deebe0d71ba32d27e07a6c04160550172f25,1840964
0043deebe0d71ba32d27e07a6c04160550172f25,2872282
0043deebe0d71ba32d27e07a6c04160550172f25,2115772042
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,1405052048
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,1410440899
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,145036570
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,2153849107
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,3044274
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,10939631
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,1410445592
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,1410415538
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,51464567
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,2057134706
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,73774023
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,73771362
004a63bfb67f2a9c65a5db5a7d6f4b9dac8e7dcf,73773430
004dda598893d576cc9ebfb5839db226a34989e1,2071649
004dda598893d576cc9ebfb5839db226a34989e1,34954622
004dda598893d576cc9ebfb5839db226a34989e1,2459012
004dda598893d576cc9ebfb5839db226a34989e1,144389029
004dda598893d576cc9ebfb5839db226a34989e1,14270207
004dda598893d576cc9ebfb5839db226a34989e1,2380180
004dda598893d576cc9ebfb5839db226a34989e1,48613937
004dda598893d576cc9ebfb5839db226a34989e1,34305015
004dda598893d576cc9ebfb5839db226a34989e1,145034054
005110a74ddb0090b881353e60fe981db0beed6f,48826229
005110a74ddb0090b881353e60fe981db0beed6f,2302301
005110a74ddb0090b881353e60fe981db0beed6f,145222782
0051a09c24e6e30a0b24a060e20aeb7ec5515c17,89662712
0051a09c24e6e30a0b24a060e20aeb7ec5515c17,80781121
0051a09c24e6e30a0b24a060e20aeb7ec5515c17,153145089
0053985b5e84e57941576620086b4ddbeefd33b5,51064939
0053985b5e84e57941576620086b4ddbeefd33b5,2546103
0053985b5e84e57941576620086b4ddbeefd33b5,2066225760
0053985b5e84e57941576620086b4ddbeefd33b5,153729361
0053985b5e84e57941576620086b4ddbeefd33b5,2399455
0053985b5e84e57941576620086b4ddbeefd33b5,35768029
00564e1485e0f69a169d92cb8adaf1df701392ed,50843246
00564e1485e0f69a169d92cb8adaf1df701392ed,4258401
00564e1485e0f69a169d92cb8adaf1df701392ed,6018731
00564e1485e0f69a169d92cb8adaf1df701392ed,145688845
00573db7a766defdef0d4b6dc881cdc548d603b4,1679683
00573db7a766defdef0d4b6dc881cdc548d603b4,46813889
00573db7a766defdef0d4b6dc881cdc548d603b4,2099082380
005cc5c91cc73c1197268f27344b70ef2a920a77,2116673321
005cc5c91cc73c1197268f27344b70ef2a920a77,50341052
005cc5c91cc73c1197268f27344b70ef2a920a77,1928555882
005cc5c91cc73c1197268f27344b70ef2a920a77,32830792
005cc5c91cc73c1197268f27344b70ef2a920a77,2151077
005cc5c91cc73c1197268f27344b70ef2a920a77,1720884
005d16465c7a8e2858cfe3154120f3f7560497e9,2146018586
005d16465c7a8e2858cfe3154120f3f7560497e9,152113419
005d16465c7a8e2858cfe3154120f3f7560497e9,145607066
005efab1573f982a2c53dafc6305342f71cd228a,144692532
005f7a00373d8ee538fc5d88254d0fe7520a7f86,3013302
005f7a00373d8ee538fc5d88254d0fe7520a7f86,1968667
0064127698342e0da07ee288ffb50853453ba3a2,153129944
0064127698342e0da07ee288ffb50853453ba3a2,40379348
0064127698342e0da07ee288ffb50853453ba3a2,2145433186
0064127698342e0da07ee288ffb50853453ba3a2,2146367838
0064127698342e0da07ee288ffb50853453ba3a2,2399696
006b58e83db7575fcc2294fbef3f3d485ad158b8,2065374889
006b58e83db7575fcc2294fbef3f3d485ad158b8,1403609009
006b58e83db7575fcc2294fbef3f3d485ad158b8,3170341
006b58e83db7575fcc2294fbef3f3d485ad158b8,1925447
006b58e83db7575fcc2294fbef3f3d485ad158b8,1748824
0071ac7dc3eb377ea687efd6c092ffb927ab4d5a,144675095
0071ac7dc3eb377ea687efd6c092ffb927ab4d5a,144158811
0071ac7dc3eb377ea687efd6c092ffb927ab4d5a,2285052797
0077f5662a391bb67ff7022f4687524c3c664d3a,2512282
0077f5662a391bb67ff7022f4687524c3c664d3a,1403616278
0077f5662a391bb67ff7022f4687524c3c664d3a,1413986665
0077f5662a391bb67ff7022f4687524c3c664d3a,1713356
0077f5662a391bb67ff7022f4687524c3c664d3a,1387451194
0077f5662a391bb67ff7022f4687524c3c664d3a,2065484375
0078a14db3d78d8f177c32c73c655751a606f617,144752961
0078a14db3d78d8f177c32c73c655751a606f617,11859767
0078a14db3d78d8f177c32c73c655751a606f617,1726451648
0078a14db3d78d8f177c32c73c655751a606f617,144114541
0078a14db3d78d8f177c32c73c655751a606f617,6617574
007a3f633a490bfb748773e3f9f53dc9b6704cda,2233137106
007a3f633a490bfb748773e3f9f53dc9b6704cda,2233147105
007f1351347ba1796336364b2a1325131abc4c78,12685147
007f1351347ba1796336364b2a1325131abc4c78,32807939
007f1351347ba1796336364b2a1325131abc4c78,32446819
007f1351347ba1796336364b2a1325131abc4c78,145841535
007f1351347ba1796336364b2a1325131abc4c78,2672133
0089bb4978a6cd82faa71108783903feafc19cdb,2090502860
