paper_id,ss_venue_id
0008610b1a766783c87cc2df49efd53d4fa16183,e03330e5-7fe1-4c24-bbe7-470218f4f243
0030660d335eb08e387c77bf33d711273a6cc609,b1a54212-cfb0-4028-bebc-fd31df7ebd3f
005464527cf4ea03031988edb4caceca4271ed9d,3567d187-af59-4171-97a3-abc4d6beb1bf
00883e092b4c49af281402822a61fc63bd37c0f2,6b25cc59-3bb5-4b47-819e-d95ba292c4f7
0113e2c735f07da8e16daab383ef7d8dcf1ab101,3567d187-af59-4171-97a3-abc4d6beb1bf
012dc95c62eab8268b1ffd00ecc61f25303f9d21,d35a6bbd-6e0b-4f53-a223-a9d00528f12c
014877602007de32c32ac85dbf710b56141fbc11,b1777374-1df8-4ade-ab26-5f1a92afe1e0
0182922b1f50becddef2463d12fbeeae5ab70459,8775599f-4f9a-45f0-900e-7f4de68e6843
019bba41c43a2d7ee8aab49dbe832fb7fc51d860,8775599f-4f9a-45f0-900e-7f4de68e6843
01a91c980a438c78e4987573b10e7f82e7c8fd71,75d7a8c1-d871-42db-a8e4-7cf5146fdb62
