paper_id,ss_venue_id
00341536a49a7823baaa126271afea88f95996c6,24ba9f3e-7fc1-484f-9e8a-7b52ecb09ff0
0041c77513d5decf05d9dc173a40a4f067acd6ce,46c7898d-b8d7-4a91-afbb-f6ec48ff4ae5
004bb241b79d7c28acc9ae5e96ca3112f318f810,c3d5698b-3d88-4eae-b57d-aac2bdbb7265
005991f597a09b94f8295d88af6a8e0af9a17b1b,b0b26849-50a9-4c51-a065-9bd1136487fd
005f8a75fa6597115ea25582ceb38919b034835e,f99f77b7-b1b6-44d3-984a-f288e9884b9b
00658b9db07dd6ac164875fcc00c107691585a98,08ee3346-e195-4333-b008-be3a4f9e23cd
006cd729098587debe6e07be1ef4b5dac90f7556,9adb8537-f32e-4bab-a10c-e7c9d59e04ac
0076d5730da21ff6b12bf3ef4d78d2a8c253451f,51651566-5d01-4de3-80d8-2751e1d1334a
00aca56a0f986f9a63229cd95e5953f66a817dd7,64838252-a209-4424-a778-3b86b4a83c48
00b3e450596240bcf576fe92934423c0dac1ca77,8fe900e6-e249-4a9a-9a88-dc78d098b45b
00b64b5996fa5d081872b155978da0cb34e77f4c,e7c3aea1-83fc-4ada-9c71-1d6e1c527da8
00c43d01c5d791c5e0b2156c799bb5b6ad5ed5c7,4193a393-c091-455e-858d-3d2c151b52b8
00cf5c899dd983a89184f18bb96fd1133106c307,266b9825-436f-45f6-bca6-6e10efe8a0e1
00d39d2e0a73a90e2b88adb1f38c576795ef7d8a,e83993bd-8336-4ff8-860f-9a7209d8b024
00e47aa177a1df386e72b32f2a71d08a47a9ec3c,099a2ecc-54f9-42d3-9ea0-0189027aa04f
01052486e2ad20427a728a8a35ffdc5721874b45,f99f77b7-b1b6-44d3-984a-f288e9884b9b
011c02fe0bdc4c392309c2e6fd6625f170e7efeb,b518efa8-b470-492f-83e6-b75cdc4998bb
0125b5bd31f642e9eb5966d1ff62a356246b633b,5f859516-15a8-4333-8460-9fcabe48d75e
01289d42a3365605e26397012565348848d48b67,767af0e7-950d-47fb-8bb9-703502d5f92f
014604d8d309bb9269c0decd6429770796a4b7a7,c65c54f8-e39f-4d7a-8e35-fc1d6421735c
016735416086a052750d2cc82855388f061e1aaa,66fa3a04-1561-48ac-8933-39a60b63cfad
01698d678b74b386ecb222173a5d2b7778f0dc2e,a7d48414-e40b-4441-829e-d9a349bea6fb
016b84a5c42d23703a538cb3ed3b7281317d15a2,dcd56d29-6feb-4b39-b969-74e48c1e9dd3
01a031cf8123bb8aa60a64e50d39037062684637,57307fe3-fa8c-47ec-9b5d-4bab7fd699fc
01b19a4404ba24f863975a00fe05dbe04c0214e1,1a9c698b-7fe4-4444-b391-208b4b2326e2
01c9b1ed488b72aabd1f20e79b3ffdbbbc0ae32f,bfba025f-b9ce-44b1-a200-eec39dd09964
01d5a1ff0df6fb8026240e78442345f894c43688,2911020d-6ead-4ed7-8e89-26d47c39f602
01fefa21cae3b50e4a160bcf1c6e88c65af00b61,f90f18ad-e5fd-4392-86cd-d5c0aa5fcda5
020b8eb1b2a4ea2472c157adbc79d0f8e57f2ade,dfe01693-c822-4578-a046-5b0e174708d2
0217cf51972ef3870e52096d83881b2459515785,556509f4-0eb1-4dc2-b738-f76b2812717f
022cd755b69679f7be63b6578f5bdd9d766294f4,09f6dd95-50da-48e6-b4be-176c05437728
