paper_id,ss_venue_id
00044a527a0642b08f385cda845331f0fc8cbbfd,3dbf084c-ef47-4b74-9919-047b40704538
0005d4cfc0f5dd2ce444ab5373cd172f03e6a320,899831a7-9af2-403b-b185-fa56c8634454
0018e888e83bfd993bc49455a8787577ab28a19c,b142707c-e6b5-427a-a6d4-313604e96add
00307d7238dd5f37e1a4f2efe25284cc25adac3a,b609baae-9a66-4db1-af81-5b70e926c829
00387de0857b0c00e2a4be89b925ae0603eb32b3,b8169115-67a3-46d1-8f41-d9bad8395398
0057aea85e62d0e0dc5ccbe7d67968c05d57a022,88628377-4e89-44f8-bb38-094e29986c8f
00614cfc895434e6dcc4164b1c29c2a7221b3eee,79c59592-820f-4ed1-87df-db795b4326be
0077ce4c93467be48b5f11962a72a496be542229,9e813668-7b2e-4506-9e7e-4a285f318e46
00a8a3f5dbb10822a0e4593e18f4a292007ff5e5,1a020765-4a2a-47ce-9c05-c3f80ae090ad
00ac60343521cf327f397750571a87032ed3c384,9bc76c9a-64ac-4dd9-902e-80fccca1833f
00cdf949c1689daf031b1b36fe1aa5a459ed4930,2d136b11-c2b5-484b-b008-7f4a852fd61e
00d4236a55cf4c1ac6fd4cb44e928bfefd4f0033,f6572f66-2623-4a5e-b0d9-4a5028dea98f
00f1d00eb626b1aed9a5f42d988c59e301f1b31e,9aef3b55-2b26-4ede-8def-fcd0839b7d9d
00fcd516fd78f6d8454e6b69eeca2838312a184b,fe7b4707-0a37-44e9-81bd-49bfdc489170
011a839b97a7657f3e0a55f98456fd5e4044e855,b210fd3d-11d7-478e-a0aa-7e3d2a4f482d
011ee05a3b88e5da01b097a453c3e6872271e656,bdc2e585-4e48-4e36-8af1-6d859763d405
0129c691ed150e985c6095d8dc4b33317e706d68,424830bb-a6eb-4f54-8348-525a173c66bc
0134a0a07366823fa4beb4c03ad02f1dcf3f64c4,fdaf9f7d-d61d-4e04-a146-f4088bc3de50
013bcf398837f5cf683bfc9dfad78ee61c380288,54c6477c-f143-4176-a10f-081cee8cb0f9
013e177958cc92b25a76125c623bde6e4b0a67fa,03ddc721-1999-4110-8a6b-e3aab1709075
0144f8fcf49e65e2326520fe8df26e8c4448f7db,2135230a-3b24-4b71-9583-60624389377a
014718afc12c16c0a80091c389bc661933484793,236c001c-2842-45d9-9f6f-11dd5f24b810
014b1a92ef5eb00bcf70b49aba2c8345efe46de6,75d7a8c1-d871-42db-a8e4-7cf5146fdb62
015b3485a576efbf1579cd4677914135f8959023,0444c465-1041-40ca-963e-628694a9eccc
016337f0d33ffcc75d194f57abc788161eaec927,2633f5b2-c15c-49fe-80f5-07523e770c26
01765ad07adc133d1e1e3eb65df8d460ec377228,32df3807-b551-4342-ae9e-be1854d1e7d8
01a46662e38e8c6bec3b909fc0e543af9d8de01f,b210fd3d-11d7-478e-a0aa-7e3d2a4f482d
