paperId,referenceId
00004cddfc765521e2f10731f1dc50cd4ff984b7,7c4282ec0833fe8595c63260fac8e684bf123197
00004cddfc765521e2f10731f1dc50cd4ff984b7,228b52df6764fc30ff140344ae929b5d59a429dd
00004cddfc765521e2f10731f1dc50cd4ff984b7,58b9b902f3008393826172565bba0b0e097f0585
00004cddfc765521e2f10731f1dc50cd4ff984b7,fc20fd1e7bd5f6e70dd1e0844a4150f56c3d9934
00004cddfc765521e2f10731f1dc50cd4ff984b7,fc63ab5200aa8af97b1c01ae2b95c27c07a13a0f
00004cddfc765521e2f10731f1dc50cd4ff984b7,a8dccbcf60d55f04d8caa340531c3c9fecb2c5ea
00004cddfc765521e2f10731f1dc50cd4ff984b7,8bdb4ee411fae66e56a108f2ccc5c046ddf078f6
00004cddfc765521e2f10731f1dc50cd4ff984b7,8f882772b97254888fb94fb90c3a11ed4d01466e
00004cddfc765521e2f10731f1dc50cd4ff984b7,e80a82cefa9c689d6fd21cfec23e38aa38b60e43
00004cddfc765521e2f10731f1dc50cd4ff984b7,7474db83b396c168f50101e31e08960cd640673a
00004cddfc765521e2f10731f1dc50cd4ff984b7,5ed5fe2ebfd8a1dc1f2ac37668511baaa7608cf0
00004cddfc765521e2f10731f1dc50cd4ff984b7,0e93756a1690d92eaed8352e9df036af242f88b3
00004cddfc765521e2f10731f1dc50cd4ff984b7,57638a479ba7d82895f23673bf530ec345512915
0000cb30dd90712f074acae039ac6d4359c28cc2,82368a7f18898526b96d132f15c55b5db20403b5
0000cb30dd90712f074acae039ac6d4359c28cc2,7bab5ce7d87cc1760b077496de34ac9688b8a14b
0000cb30dd90712f074acae039ac6d4359c28cc2,5e7fbb2dbde5b4b5a3ebf93ed7e5a0f946b5c069
0000cb30dd90712f074acae039ac6d4359c28cc2,0b9634793afe3c21b45c337f5949056f41bdea5e
0000cb30dd90712f074acae039ac6d4359c28cc2,70827d871f0608ef3a9f09ffcd294b81395236e6
0000cb30dd90712f074acae039ac6d4359c28cc2,a7037de6552fd458e9393463cf7644098483a2f3
0000cb30dd90712f074acae039ac6d4359c28cc2,8d65a29b7ded69322e68431b5ca23aa65fa308d6
0000cb30dd90712f074acae039ac6d4359c28cc2,c2b1b716077618ef7ca7a971cc6f5e6e53c8ebe1
0000cb30dd90712f074acae039ac6d4359c28cc2,4d3915ec91a83e1c25faa9f9a720ab39662f315e
0000cb30dd90712f074acae039ac6d4359c28cc2,c5065910c6c1fc7553d64da96df98c92462bf3ba
0000cb30dd90712f074acae039ac6d4359c28cc2,0dd371b859d27d1028c87a01b9fcd2cc2ebbdc9c
0000cb30dd90712f074acae039ac6d4359c28cc2,b637cf4f53e9f082ff7edadbc12060bde007034c
0000cb30dd90712f074acae039ac6d4359c28cc2,6f1b3f239b1f34e915b1b35352ad3354ebad8366
0000cb30dd90712f074acae039ac6d4359c28cc2,12266625d92f1f6e50077ff1b7cfce48082875fe
0000cb30dd90712f074acae039ac6d4359c28cc2,b6163db002b8c9f10b2e01f770a541510a548681
0000cb30dd90712f074acae039ac6d4359c28cc2,602032e22a86b9f40d8ef9843481d81e7477b85e
0000cb30dd90712f074acae039ac6d4359c28cc2,eb58cdef0d4fce5f455e0f42130d57c37c5197cc
0000cb30dd90712f074acae039ac6d4359c28cc2,268531877e3b9bd509187648fdbd34e3eced5282
0000cb30dd90712f074acae039ac6d4359c28cc2,ea96db8a0c452aeaffdc459f3bece37158722cb3
0000cb30dd90712f074acae039ac6d4359c28cc2,96cffc7830b357b11e04adec17a5ac5befaeb8a6
